Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7028.0;00:04:17;-19.745016734;-50.533002218;1.8;Não
7028.0;00:06:48;-19.744959513;-50.533002218;0.0;Não
7028.0;00:07:48;-19.744965871;-50.533008575;0.0;Não
7028.0;00:36:51;-19.744965871;-50.533021291;0.0;Não
7028.0;00:40:55;-19.744965871;-50.533021291;0.0;Não
7028.0;00:41:55;-19.744975408;-50.533014933;0.0;Não
7028.0;00:42:55;-19.744972229;-50.533021291;0.0;Não
7028.0;00:43:55;-19.744975408;-50.533008575;0.0;Não
7028.0;00:44:55;-19.744975408;-50.533014933;0.0;Não
7028.0;00:45:55;-19.744988124;-50.533014933;0.0;Não
7028.0;00:46:55;-19.744991302;-50.533014933;0.0;Não
7028.0;00:47:55;-19.744978587;-50.533014933;0.0;Não
7028.0;00:48:55;-19.744969050;-50.533014933;0.0;Não
7028.0;00:49:55;-19.744965871;-50.533014933;0.0;Não
7028.0;00:50:55;-19.744975408;-50.533008575;0.0;Não
7028.0;00:51:55;-19.744975408;-50.533014933;0.0;Não
7028.0;00:52:55;-19.744978587;-50.533014933;0.0;Não
7028.0;00:53:55;-19.744984945;-50.533008575;0.0;Não
7028.0;00:54:55;-19.744981766;-50.533008575;0.0;Não
7028.0;00:55:55;-19.744965871;-50.533008575;0.0;Não
7028.0;00:56:55;-19.744949977;-50.533008575;0.0;Não
7028.0;00:57:55;-19.744946798;-50.533008575;0.0;Não
7028.0;00:58:55;-19.744946798;-50.533008575;0.0;Não
7028.0;00:59:55;-19.744940440;-50.533014933;0.0;Não
7028.0;01:00:55;-19.744937261;-50.533008575;0.0;Não
7028.0;01:01:55;-19.744943619;-50.533002218;0.0;Não
7028.0;01:02:55;-19.744943619;-50.533008575;0.0;Não
7028.0;01:03:55;-19.744940440;-50.533021291;0.0;Não
7028.0;01:04:55;-19.744946798;-50.533014933;0.0;Não
7028.0;01:05:55;-19.744965871;-50.533002218;0.0;Não
7028.0;01:07:55;-19.744953156;-50.533014933;0.0;Não
7028.0;01:08:55;-19.744953156;-50.533014933;0.0;Não
7028.0;01:09:55;-19.744959513;-50.533008575;0.0;Não
7028.0;01:10:55;-19.744962692;-50.533014933;0.0;Não
7028.0;01:11:55;-19.744965871;-50.533034007;0.0;Não
7028.0;01:12:55;-19.744969050;-50.533021291;0.0;Não
7028.0;01:13:55;-19.744965871;-50.533014933;0.0;Não
7028.0;01:14:55;-19.744953156;-50.533014933;0.0;Não
7028.0;01:15:55;-19.744953156;-50.533014933;0.0;Não
7028.0;01:16:55;-19.744962692;-50.533014933;0.0;Não
7028.0;01:17:55;-19.744965871;-50.533014933;0.0;Não
7028.0;01:18:55;-19.744962692;-50.533008575;0.0;Não
7028.0;01:19:55;-19.744959513;-50.533002218;0.0;Não
7028.0;01:20:55;-19.744956334;-50.533002218;0.0;Não
7028.0;01:21:55;-19.744965871;-50.533002218;0.0;Não
7028.0;01:22:55;-19.744969050;-50.532989502;0.0;Não
7028.0;01:23:55;-19.744969050;-50.533002218;0.0;Não
7028.0;01:24:55;-19.744959513;-50.533002218;0.0;Não
7028.0;01:25:55;-19.744953156;-50.533002218;0.0;Não
7028.0;01:26:55;-19.744953156;-50.533008575;0.0;Não
7028.0;01:27:55;-19.744965871;-50.533008575;0.0;Não
