Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7028;1900-01-01 00:00:47;-19.119117101;-50.840167999;6.7;Sim
7028;1900-01-01 00:01:47;-19.120026271;-50.839786530;6.5;Sim
7028;1900-01-01 00:02:47;-19.120903651;-50.839411418;0.0;Não
7028;1900-01-01 00:02:56;-19.120932261;-50.839398702;4.1;Sim
7028;1900-01-01 00:03:29;-19.121005376;-50.839373271;3.3;Sim
7028;1900-01-01 00:04:29;-19.121889114;-50.838998159;6.3;Sim
7028;1900-01-01 00:05:29;-19.122791926;-50.838616689;6.6;Sim
7028;1900-01-01 00:06:29;-19.123659770;-50.838241577;6.1;Sim
7028;1900-01-01 00:07:29;-19.124514898;-50.837885539;6.6;Sim
7028;1900-01-01 00:08:29;-19.125341415;-50.837523142;5.3;Sim
7028;1900-01-01 00:08:49;-19.125414530;-50.837491353;0.0;Não
7028;1900-01-01 00:09:46;-19.125366847;-50.837484996;0.0;Não
7028;1900-01-01 00:09:51;-19.125366847;-50.837484996;0.0;Não
7028;1900-01-01 00:10:51;-19.125379562;-50.837478638;0.0;Não
7028;1900-01-01 00:11:04;-19.125379562;-50.837478638;0.0;Não
7028;1900-01-01 00:12:04;-19.125366847;-50.837459564;0.0;Não
7028;1900-01-01 00:13:04;-19.125357310;-50.837459564;0.0;Não
7028;1900-01-01 00:14:04;-19.125357310;-50.837465922;0.0;Não
7028;1900-01-01 00:15:04;-19.125360489;-50.837465922;0.0;Não
7028;1900-01-01 00:16:04;-19.125350952;-50.837465922;0.0;Não
7028;1900-01-01 00:17:04;-19.125354131;-50.837465922;0.0;Não
7028;1900-01-01 00:18:04;-19.125360489;-50.837459564;0.0;Não
7028;1900-01-01 00:19:04;-19.125350952;-50.837453206;0.0;Não
7028;1900-01-01 00:20:04;-19.125347773;-50.837465922;0.0;Não
7028;1900-01-01 00:20:23;-19.125350952;-50.837465922;0.0;Não
7028;1900-01-01 00:20:49;-19.125344594;-50.837478638;0.0;Não
7028;1900-01-01 00:22:49;-19.125331879;-50.837523142;4.3;Sim
7028;1900-01-01 00:23:49;-19.124499003;-50.837885539;6.9;Não
7028;1900-01-01 00:23:55;-19.124400457;-50.837923686;7.2;Não
7028;1900-01-01 00:24:55;-19.123453140;-50.838324229;6.4;Não
7028;1900-01-01 00:25:55;-19.122502645;-50.838718414;7.1;Não
7028;1900-01-01 00:26:14;-19.122191111;-50.838858287;7.1;Não
7028;1900-01-01 00:26:36;-19.121825536;-50.839010874;7.0;Não
7028;1900-01-01 00:27:00;-19.121434530;-50.839176178;7.4;Não
7028;1900-01-01 00:27:35;-19.120859146;-50.839430491;7.8;Não
7028;1900-01-01 00:28:15;-19.120236079;-50.839678446;7.6;Não
7028;1900-01-01 00:28:33;-19.119937261;-50.839811961;7.1;Não
7028;1900-01-01 00:28:59;-19.119508108;-50.839989980;7.2;Não
7028;1900-01-01 00:29:13;-19.119279226;-50.840085347;7.2;Não
7028;1900-01-01 00:29:26;-19.119063059;-50.840174357;7.0;Não
7028;1900-01-01 00:29:40;-19.118834178;-50.840282440;7.0;Não
7028;1900-01-01 00:30:00;-19.118500392;-50.840422312;7.1;Não
7028;1900-01-01 00:30:10;-19.118328730;-50.840492249;7.3;Não
7028;1900-01-01 00:30:20;-19.118160248;-50.840568542;7.1;Não
7028;1900-01-01 00:30:31;-19.118036270;-50.840619405;0.0;Não
7028;1900-01-01 00:31:28;-19.118223826;-50.840549469;5.4;Não
7028;1900-01-01 00:32:28;-19.119098028;-50.840193431;5.6;Sim
7028;1900-01-01 00:33:28;-19.119965871;-50.839824677;6.9;Não
7028;1900-01-01 00:34:28;-19.120852788;-50.839455922;5.4;Sim
7028;1900-01-01 00:35:28;-19.121714274;-50.839087168;6.2;Sim
7028;1900-01-01 00:36:28;-19.122588476;-50.838712056;6.5;Sim
7028;1900-01-01 00:37:28;-19.123491287;-50.838330587;6.2;Sim
7028;1900-01-01 00:38:28;-19.124317805;-50.837987264;6.1;Não
7028;1900-01-01 00:39:28;-19.125198364;-50.837612152;6.8;Não
7028;1900-01-01 00:39:49;-19.125424067;-50.837516785;0.0;Não
7028;1900-01-01 00:40:41;-19.125287374;-50.837574005;2.7;Não
7028;1900-01-01 00:41:41;-19.124403636;-50.837930044;6.6;Não
