Equipamento;Hora;Latitude;Longitude
7041;1900-01-01 01:33:23;-19.653425852;-50.409361521
7041;1900-01-01 01:34:23;-19.653457642;-50.409367879
7041;1900-01-01 01:35:23;-19.653470357;-50.409367879
7041;1900-01-01 01:36:23;-19.653460821;-50.409361521
7041;1900-01-01 01:37:23;-19.653454463;-50.409342448
7041;1900-01-01 01:38:23;-19.653451284;-50.409323374
7041;1900-01-01 01:39:23;-19.653435389;-50.409323374
7041;1900-01-01 01:40:23;-19.653422674;-50.409342448
7041;1900-01-01 01:41:23;-19.653416316;-50.409361521
7041;1900-01-01 01:42:23;-19.653429031;-50.409348806
7041;1900-01-01 01:43:23;-19.653448105;-50.409348806
7041;1900-01-01 01:44:23;-19.653451284;-50.409348806
7041;1900-01-01 01:45:23;-19.653448105;-50.409342448
7041;1900-01-01 01:46:23;-19.653444926;-50.409348806
7041;1900-01-01 01:47:23;-19.653470357;-50.409361521
7041;1900-01-01 01:48:23;-19.653479894;-50.409348806
7041;1900-01-01 01:49:23;-19.653476715;-50.409342448
7041;1900-01-01 01:50:23;-19.653473536;-50.409336090
7041;1900-01-01 01:51:23;-19.653463999;-50.409348806
7041;1900-01-01 01:52:23;-19.653454463;-50.409342448
7041;1900-01-01 01:53:23;-19.653457642;-50.409336090
7041;1900-01-01 01:54:23;-19.653457642;-50.409342448
7041;1900-01-01 01:55:23;-19.653448105;-50.409361521
7041;1900-01-01 01:56:23;-19.653435389;-50.409361521
7041;1900-01-01 01:57:23;-19.653441747;-50.409342448
7041;1900-01-01 01:58:23;-19.653438568;-50.409336090
7041;1900-01-01 01:59:23;-19.653441747;-50.409323374
7041;1900-01-01 02:00:23;-19.653438568;-50.409336090
7041;1900-01-01 02:01:23;-19.653441747;-50.409323374
7041;1900-01-01 02:02:23;-19.653435389;-50.409317017
7041;1900-01-01 02:03:23;-19.653435389;-50.409291585
7041;1900-01-01 02:04:23;-19.653429031;-50.409304301
7041;1900-01-01 02:05:23;-19.653429031;-50.409323374
7041;1900-01-01 02:06:23;-19.653429031;-50.409323374
7041;1900-01-01 02:07:23;-19.653441747;-50.409310659
7041;1900-01-01 02:08:23;-19.653429031;-50.409317017
7041;1900-01-01 02:09:23;-19.653429031;-50.409323374
7041;1900-01-01 02:10:23;-19.653429031;-50.409317017
7041;1900-01-01 02:11:23;-19.653441747;-50.409317017
7041;1900-01-01 02:12:23;-19.653454463;-50.409317017
7041;1900-01-01 02:13:23;-19.653448105;-50.409323374
7041;1900-01-01 02:14:23;-19.653457642;-50.409310659
7041;1900-01-01 02:15:23;-19.653457642;-50.409304301
7041;1900-01-01 02:16:23;-19.653448105;-50.409310659
7041;1900-01-01 02:17:23;-19.653441747;-50.409323374
7041;1900-01-01 02:18:23;-19.653438568;-50.409336090
7041;1900-01-01 02:19:23;-19.653441747;-50.409317017
7041;1900-01-01 02:20:23;-19.653444926;-50.409317017
7041;1900-01-01 02:21:23;-19.653432210;-50.409317017
7041;1900-01-01 02:22:23;-19.653429031;-50.409310659
7041;1900-01-01 02:23:23;-19.653441747;-50.409310659
7041;1900-01-01 02:24:23;-19.653444926;-50.409310659
7041;1900-01-01 02:25:23;-19.653444926;-50.409317017
7041;1900-01-01 02:26:23;-19.653451284;-50.409317017
7041;1900-01-01 02:27:23;-19.653457642;-50.409317017
7041;1900-01-01 02:28:23;-19.653463999;-50.409317017
7041;1900-01-01 02:29:23;-19.653473536;-50.409310659
7041;1900-01-01 02:30:23;-19.653463999;-50.409317017
7041;1900-01-01 02:31:23;-19.653463999;-50.409323374
7041;1900-01-01 02:32:23;-19.653454463;-50.409323374
7041;1900-01-01 02:33:23;-19.653444926;-50.409323374
7041;1900-01-01 02:34:23;-19.653441747;-50.409336090
7041;1900-01-01 02:35:23;-19.653441747;-50.409342448
7041;1900-01-01 02:36:23;-19.653432210;-50.409336090
7041;1900-01-01 02:37:23;-19.653422674;-50.409310659
7041;1900-01-01 02:38:23;-19.653441747;-50.409291585
7041;1900-01-01 02:39:23;-19.653429031;-50.409291585
7041;1900-01-01 02:40:23;-19.653397242;-50.409285227
7041;1900-01-01 02:41:23;-19.653419495;-50.409304301
7041;1900-01-01 02:42:23;-19.653422674;-50.409310659
7041;1900-01-01 02:43:23;-19.653435389;-50.409317017
7041;1900-01-01 02:44:23;-19.653429031;-50.409317017
7041;1900-01-01 02:45:23;-19.653422674;-50.409317017
7041;1900-01-01 02:46:23;-19.653422674;-50.409317017
7041;1900-01-01 02:47:23;-19.653441747;-50.409317017
7041;1900-01-01 02:48:23;-19.653444926;-50.409317017
7041;1900-01-01 02:49:23;-19.653451284;-50.409336090
7041;1900-01-01 02:51:23;-19.653435389;-50.409317017
7041;1900-01-01 02:52:23;-19.653444926;-50.409323374
7041;1900-01-01 02:53:23;-19.653451284;-50.409323374
7041;1900-01-01 02:54:23;-19.653451284;-50.409336090
7041;1900-01-01 02:55:23;-19.653432210;-50.409342448
7041;1900-01-01 02:56:23;-19.653435389;-50.409342448
7041;1900-01-01 02:57:23;-19.653441747;-50.409336090
7041;1900-01-01 02:58:23;-19.653441747;-50.409336090
7041;1900-01-01 02:59:23;-19.653441747;-50.409342448
7041;1900-01-01 03:00:23;-19.653441747;-50.409336090
7041;1900-01-01 03:01:23;-19.653448105;-50.409336090
7041;1900-01-01 03:02:23;-19.653441747;-50.409336090
7041;1900-01-01 03:03:23;-19.653451284;-50.409342448
7041;1900-01-01 03:04:23;-19.653451284;-50.409361521
7041;1900-01-01 03:05:23;-19.653460821;-50.409361521
7041;1900-01-01 03:06:23;-19.653448105;-50.409342448
7041;1900-01-01 03:07:23;-19.653441747;-50.409342448
7041;1900-01-01 03:08:23;-19.653435389;-50.409342448
7041;1900-01-01 03:09:23;-19.653441747;-50.409342448
7041;1900-01-01 03:10:23;-19.653451284;-50.409342448
7041;1900-01-01 03:11:23;-19.653451284;-50.409336090
7041;1900-01-01 03:12:23;-19.653438568;-50.409342448
7041;1900-01-01 03:13:23;-19.653429031;-50.409336090
7041;1900-01-01 03:14:23;-19.653441747;-50.409323374
7041;1900-01-01 03:15:23;-19.653444926;-50.409323374
7041;1900-01-01 03:16:23;-19.653435389;-50.409323374
7041;1900-01-01 03:17:23;-19.653435389;-50.409336090
7041;1900-01-01 03:18:23;-19.653441747;-50.409348806
7041;1900-01-01 03:19:23;-19.653435389;-50.409348806
7041;1900-01-01 03:20:23;-19.653438568;-50.409348806
7041;1900-01-01 03:21:23;-19.653429031;-50.409323374
7041;1900-01-01 03:22:23;-19.653425852;-50.409323374
7041;1900-01-01 03:23:23;-19.653422674;-50.409336090
7041;1900-01-01 03:24:23;-19.653413137;-50.409342448
7041;1900-01-01 03:25:23;-19.653419495;-50.409342448
7041;1900-01-01 03:26:23;-19.653425852;-50.409336090
7041;1900-01-01 03:27:23;-19.653419495;-50.409348806
7041;1900-01-01 03:28:23;-19.653422674;-50.409348806
7041;1900-01-01 03:29:23;-19.653425852;-50.409348806
7041;1900-01-01 03:30:23;-19.653425852;-50.409348806
7041;1900-01-01 03:31:23;-19.653422674;-50.409348806
7041;1900-01-01 03:32:23;-19.653419495;-50.409348806
7041;1900-01-01 03:33:23;-19.653419495;-50.409304301
7041;1900-01-01 03:34:23;-19.653394063;-50.409291585
7041;1900-01-01 03:35:23;-19.653400421;-50.409310659
7041;1900-01-01 03:36:23;-19.653400421;-50.409336090
7041;1900-01-01 03:37:23;-19.653413137;-50.409336090
7041;1900-01-01 03:38:23;-19.653419495;-50.409342448
7041;1900-01-01 03:39:23;-19.653409958;-50.409342448
7041;1900-01-01 03:40:23;-19.653422674;-50.409336090
7041;1900-01-01 03:41:23;-19.653435389;-50.409323374
7041;1900-01-01 03:42:23;-19.653429031;-50.409304301
7041;1900-01-01 03:43:23;-19.653429031;-50.409304301
7041;1900-01-01 03:44:23;-19.653441747;-50.409310659
7041;1900-01-01 03:45:23;-19.653444926;-50.409317017
7041;1900-01-01 03:46:23;-19.653444926;-50.409348806
7041;1900-01-01 03:47:23;-19.653444926;-50.409342448
7041;1900-01-01 03:48:23;-19.653435389;-50.409323374
7041;1900-01-01 03:49:23;-19.653413137;-50.409336090
7041;1900-01-01 03:50:23;-19.653416316;-50.409323374
7041;1900-01-01 03:51:23;-19.653425852;-50.409336090
7041;1900-01-01 03:52:23;-19.653422674;-50.409348806
7041;1900-01-01 03:53:23;-19.653419495;-50.409367879
7041;1900-01-01 03:54:23;-19.653429031;-50.409348806
7041;1900-01-01 03:55:23;-19.653438568;-50.409342448
7041;1900-01-01 03:56:23;-19.653432210;-50.409342448
7041;1900-01-01 03:57:23;-19.653419495;-50.409336090
7041;1900-01-01 03:58:23;-19.653429031;-50.409323374
7041;1900-01-01 03:59:23;-19.653441747;-50.409323374
7041;1900-01-01 04:00:23;-19.653435389;-50.409336090
7041;1900-01-01 04:01:23;-19.653432210;-50.409348806
7041;1900-01-01 04:02:23;-19.653435389;-50.409348806
7041;1900-01-01 04:03:23;-19.653435389;-50.409348806
7041;1900-01-01 04:04:23;-19.653422674;-50.409348806
7041;1900-01-01 04:05:23;-19.653425852;-50.409361521
7041;1900-01-01 04:06:23;-19.653441747;-50.409348806
7041;1900-01-01 04:07:23;-19.653438568;-50.409367879
7041;1900-01-01 04:08:23;-19.653441747;-50.409367879
7041;1900-01-01 04:09:23;-19.653438568;-50.409374237
7041;1900-01-01 04:10:23;-19.653438568;-50.409348806
7041;1900-01-01 04:11:23;-19.653451284;-50.409336090
7041;1900-01-01 04:12:23;-19.653467178;-50.409304301
7041;1900-01-01 04:13:23;-19.653441747;-50.409348806
7041;1900-01-01 04:14:23;-19.653432210;-50.409348806
7041;1900-01-01 04:15:23;-19.653444926;-50.409336090
7041;1900-01-01 04:16:23;-19.653463999;-50.409336090
7041;1900-01-01 04:17:23;-19.653451284;-50.409348806
7041;1900-01-01 04:18:23;-19.653435389;-50.409342448
7041;1900-01-01 04:19:23;-19.653435389;-50.409342448
7041;1900-01-01 04:20:23;-19.653435389;-50.409336090
7041;1900-01-01 04:21:23;-19.653451284;-50.409336090
7041;1900-01-01 04:22:23;-19.653451284;-50.409348806
7041;1900-01-01 04:23:23;-19.653454463;-50.409348806
7041;1900-01-01 04:24:23;-19.653444926;-50.409361521
7041;1900-01-01 04:25:23;-19.653444926;-50.409361521
7041;1900-01-01 04:26:23;-19.653454463;-50.409361521
7041;1900-01-01 04:27:23;-19.653457642;-50.409361521
7041;1900-01-01 04:28:23;-19.653448105;-50.409361521
7041;1900-01-01 04:29:23;-19.653457642;-50.409348806
7041;1900-01-01 04:30:23;-19.653463999;-50.409336090
7041;1900-01-01 04:31:23;-19.653457642;-50.409342448
7041;1900-01-01 04:32:23;-19.653460821;-50.409342448
7041;1900-01-01 04:33:23;-19.653460821;-50.409342448
7041;1900-01-01 04:34:23;-19.653451284;-50.409348806
7041;1900-01-01 04:35:23;-19.653438568;-50.409361521
7041;1900-01-01 04:36:23;-19.653422674;-50.409367879
7041;1900-01-01 04:37:23;-19.653419495;-50.409393311
7041;1900-01-01 04:38:23;-19.653441747;-50.409374237
7041;1900-01-01 04:39:23;-19.653441747;-50.409367879
7041;1900-01-01 04:40:23;-19.653435389;-50.409342448
7041;1900-01-01 04:41:23;-19.653435389;-50.409348806
7041;1900-01-01 04:42:23;-19.653429031;-50.409361521
7041;1900-01-01 04:43:23;-19.653438568;-50.409361521
7041;1900-01-01 04:44:23;-19.653441747;-50.409367879
7041;1900-01-01 04:45:23;-19.653457642;-50.409348806
7041;1900-01-01 04:46:23;-19.653463999;-50.409348806
7041;1900-01-01 04:47:23;-19.653454463;-50.409342448
7041;1900-01-01 04:48:23;-19.653451284;-50.409342448
7041;1900-01-01 04:49:23;-19.653454463;-50.409323374
7041;1900-01-01 04:50:23;-19.653463999;-50.409342448
7041;1900-01-01 04:52:23;-19.653463999;-50.409367879
7041;1900-01-01 04:53:23;-19.653463999;-50.409348806
7041;1900-01-01 04:54:23;-19.653457642;-50.409342448
7041;1900-01-01 04:55:23;-19.653454463;-50.409342448
7041;1900-01-01 04:56:23;-19.653451284;-50.409348806
7041;1900-01-01 04:57:23;-19.653457642;-50.409342448
7041;1900-01-01 04:58:23;-19.653457642;-50.409323374
7041;1900-01-01 04:59:23;-19.653457642;-50.409342448
7041;1900-01-01 05:00:23;-19.653444926;-50.409348806
7041;1900-01-01 05:01:23;-19.653429031;-50.409348806
7041;1900-01-01 05:02:23;-19.653435389;-50.409348806
7041;1900-01-01 05:03:23;-19.653441747;-50.409348806
7041;1900-01-01 05:04:23;-19.653451284;-50.409348806
7041;1900-01-01 05:05:23;-19.653451284;-50.409361521
7041;1900-01-01 05:06:23;-19.653444926;-50.409336090
7041;1900-01-01 05:07:23;-19.653448105;-50.409342448
7041;1900-01-01 05:08:23;-19.653448105;-50.409348806
7041;1900-01-01 05:09:23;-19.653444926;-50.409342448
7041;1900-01-01 05:10:23;-19.653451284;-50.409348806
7041;1900-01-01 05:11:23;-19.653451284;-50.409336090
7041;1900-01-01 05:12:23;-19.653441747;-50.409336090
7041;1900-01-01 05:13:23;-19.653454463;-50.409336090
7041;1900-01-01 05:14:23;-19.653463999;-50.409336090
7041;1900-01-01 05:15:23;-19.653467178;-50.409323374
7041;1900-01-01 05:16:23;-19.653463999;-50.409348806
7041;1900-01-01 05:17:23;-19.653444926;-50.409342448
7041;1900-01-01 05:18:23;-19.653435389;-50.409323374
7041;1900-01-01 05:19:23;-19.653444926;-50.409342448
7041;1900-01-01 05:20:23;-19.653435389;-50.409348806
7041;1900-01-01 05:21:23;-19.653444926;-50.409342448
7041;1900-01-01 05:22:23;-19.653451284;-50.409323374
7041;1900-01-01 05:23:23;-19.653454463;-50.409336090
7041;1900-01-01 05:24:23;-19.653460821;-50.409361521
7041;1900-01-01 05:25:23;-19.653457642;-50.409342448
7041;1900-01-01 05:26:23;-19.653457642;-50.409342448
7041;1900-01-01 05:27:23;-19.653457642;-50.409348806
7041;1900-01-01 05:28:23;-19.653444926;-50.409323374
7041;1900-01-01 05:29:23;-19.653454463;-50.409342448
7041;1900-01-01 05:30:23;-19.653457642;-50.409336090
7041;1900-01-01 05:31:23;-19.653457642;-50.409336090
7041;1900-01-01 05:32:23;-19.653451284;-50.409342448
7041;1900-01-01 05:33:23;-19.653451284;-50.409323374
7041;1900-01-01 05:34:23;-19.653460821;-50.409323374
7041;1900-01-01 05:35:23;-19.653463999;-50.409342448
7041;1900-01-01 05:36:23;-19.653463999;-50.409342448
7041;1900-01-01 05:37:23;-19.653467178;-50.409342448
7041;1900-01-01 05:38:23;-19.653451284;-50.409323374
7041;1900-01-01 05:39:23;-19.653444926;-50.409342448
7041;1900-01-01 05:40:23;-19.653441747;-50.409342448
7041;1900-01-01 05:41:23;-19.653457642;-50.409348806
7041;1900-01-01 05:42:23;-19.653460821;-50.409361521
7041;1900-01-01 05:43:23;-19.653463999;-50.409361521
7041;1900-01-01 05:44:23;-19.653457642;-50.409323374
7041;1900-01-01 05:45:23;-19.653463999;-50.409317017
7041;1900-01-01 05:46:23;-19.653454463;-50.409317017
7041;1900-01-01 05:47:23;-19.653454463;-50.409323374
7041;1900-01-01 05:48:23;-19.653454463;-50.409323374
7041;1900-01-01 05:49:23;-19.653441747;-50.409336090
7041;1900-01-01 05:50:23;-19.653444926;-50.409348806
7041;1900-01-01 05:51:23;-19.653448105;-50.409361521
7041;1900-01-01 05:52:23;-19.653451284;-50.409342448
7041;1900-01-01 05:53:23;-19.653444926;-50.409323374
7041;1900-01-01 05:54:23;-19.653444926;-50.409323374
7041;1900-01-01 05:55:23;-19.653438568;-50.409336090
7041;1900-01-01 05:56:23;-19.653444926;-50.409323374
7041;1900-01-01 05:57:23;-19.653454463;-50.409336090
7041;1900-01-01 05:58:23;-19.653457642;-50.409336090
7041;1900-01-01 05:59:23;-19.653451284;-50.409342448
7041;1900-01-01 06:00:23;-19.653444926;-50.409323374
7041;1900-01-01 06:01:23;-19.653444926;-50.409323374
7041;1900-01-01 06:02:23;-19.653444926;-50.409336090
7041;1900-01-01 06:03:23;-19.653457642;-50.409336090
7041;1900-01-01 06:04:23;-19.653460821;-50.409342448
7041;1900-01-01 06:05:23;-19.653463999;-50.409336090
7041;1900-01-01 06:06:23;-19.653448105;-50.409323374
7041;1900-01-01 06:07:23;-19.653444926;-50.409336090
7041;1900-01-01 06:08:23;-19.653451284;-50.409342448
7041;1900-01-01 06:09:23;-19.653448105;-50.409336090
7041;1900-01-01 06:10:23;-19.653460821;-50.409317017
7041;1900-01-01 06:11:23;-19.653467178;-50.409323374
7041;1900-01-01 06:12:23;-19.653463999;-50.409336090
7041;1900-01-01 06:13:23;-19.653457642;-50.409342448
7041;1900-01-01 06:14:23;-19.653451284;-50.409348806
7041;1900-01-01 06:15:23;-19.653451284;-50.409342448
7041;1900-01-01 06:16:23;-19.653441747;-50.409342448
7041;1900-01-01 06:17:23;-19.653441747;-50.409348806
7041;1900-01-01 06:18:23;-19.653435389;-50.409348806
7041;1900-01-01 06:19:23;-19.653441747;-50.409361521
7041;1900-01-01 06:20:23;-19.653448105;-50.409361521
7041;1900-01-01 06:21:23;-19.653444926;-50.409348806
7041;1900-01-01 06:22:23;-19.653438568;-50.409348806
7041;1900-01-01 06:23:23;-19.653444926;-50.409342448
7041;1900-01-01 06:24:23;-19.653435389;-50.409336090
7041;1900-01-01 06:25:23;-19.653425852;-50.409342448
7041;1900-01-01 06:26:23;-19.653429031;-50.409348806
7041;1900-01-01 06:27:23;-19.653435389;-50.409348806
7041;1900-01-01 06:28:23;-19.653444926;-50.409348806
7041;1900-01-01 06:29:23;-19.653444926;-50.409336090
7041;1900-01-01 06:30:23;-19.653441747;-50.409342448
7041;1900-01-01 06:31:23;-19.653435389;-50.409348806
7041;1900-01-01 06:32:23;-19.653444926;-50.409342448
7041;1900-01-01 06:33:23;-19.653457642;-50.409342448
7041;1900-01-01 06:34:23;-19.653457642;-50.409342448
7041;1900-01-01 06:35:23;-19.653451284;-50.409348806
7041;1900-01-01 06:36:23;-19.653444926;-50.409361521
7041;1900-01-01 06:38:23;-19.653457642;-50.409348806
7041;1900-01-01 06:39:23;-19.653457642;-50.409336090
7041;1900-01-01 06:40:23;-19.653444926;-50.409348806
7041;1900-01-01 06:41:23;-19.653432210;-50.409348806
7041;1900-01-01 06:42:23;-19.653435389;-50.409348806
7041;1900-01-01 06:43:23;-19.653444926;-50.409361521
7041;1900-01-01 06:44:23;-19.653454463;-50.409348806
7041;1900-01-01 06:45:23;-19.653444926;-50.409348806
7041;1900-01-01 06:45:35;-19.653441747;-50.409348806
7041;1900-01-01 06:46:35;-19.653441747;-50.409361521
7041;1900-01-01 06:47:35;-19.653451284;-50.409348806
7041;1900-01-01 06:48:35;-19.653457642;-50.409342448
7041;1900-01-01 06:49:35;-19.653451284;-50.409336090
7041;1900-01-01 06:50:35;-19.653444926;-50.409336090
7041;1900-01-01 06:51:35;-19.653441747;-50.409342448
7041;1900-01-01 06:52:35;-19.653441747;-50.409336090
7041;1900-01-01 06:53:35;-19.653444926;-50.409336090
7041;1900-01-01 06:54:35;-19.653448105;-50.409336090
7041;1900-01-01 06:55:35;-19.653451284;-50.409323374
7041;1900-01-01 06:56:35;-19.653441747;-50.409342448
7041;1900-01-01 06:57:35;-19.653451284;-50.409342448
7041;1900-01-01 06:58:35;-19.653448105;-50.409317017
7041;1900-01-01 06:59:35;-19.653441747;-50.409342448
7041;1900-01-01 07:00:35;-19.653422674;-50.409336090
7041;1900-01-01 07:01:35;-19.653441747;-50.409348806
7041;1900-01-01 07:02:35;-19.653448105;-50.409323374
7041;1900-01-01 07:03:35;-19.653448105;-50.409342448
7041;1900-01-01 07:04:35;-19.653448105;-50.409336090
7041;1900-01-01 07:05:35;-19.653444926;-50.409336090
7041;1900-01-01 07:06:35;-19.653438568;-50.409336090
7041;1900-01-01 07:07:35;-19.653422674;-50.409336090
7041;1900-01-01 07:08:35;-19.653419495;-50.409342448
7041;1900-01-01 07:09:35;-19.653435389;-50.409336090
7041;1900-01-01 07:10:35;-19.653441747;-50.409323374
7041;1900-01-01 07:11:35;-19.653441747;-50.409336090
7041;1900-01-01 07:12:35;-19.653441747;-50.409323374
7041;1900-01-01 07:13:35;-19.653444926;-50.409323374
7041;1900-01-01 07:14:35;-19.653441747;-50.409317017
7041;1900-01-01 07:15:35;-19.653457642;-50.409323374
7041;1900-01-01 07:16:35;-19.653448105;-50.409323374
7041;1900-01-01 07:17:35;-19.653451284;-50.409317017
7041;1900-01-01 07:18:35;-19.653441747;-50.409317017
7041;1900-01-01 07:19:35;-19.653441747;-50.409317017
7041;1900-01-01 07:20:35;-19.653454463;-50.409336090
7041;1900-01-01 07:21:35;-19.653451284;-50.409336090
7041;1900-01-01 07:22:35;-19.653448105;-50.409361521
7041;1900-01-01 07:23:35;-19.653435389;-50.409342448
7041;1900-01-01 07:24:35;-19.653441747;-50.409336090
7041;1900-01-01 07:25:35;-19.653457642;-50.409367879
7041;1900-01-01 07:26:35;-19.653454463;-50.409367879
7041;1900-01-01 07:27:35;-19.653444926;-50.409348806
7041;1900-01-01 07:28:35;-19.653444926;-50.409317017
7041;1900-01-01 07:29:35;-19.653438568;-50.409310659
7041;1900-01-01 07:30:35;-19.653444926;-50.409336090
7041;1900-01-01 07:31:35;-19.653441747;-50.409342448
7041;1900-01-01 07:32:35;-19.653435389;-50.409342448
7041;1900-01-01 07:33:35;-19.653432210;-50.409336090
7041;1900-01-01 07:34:35;-19.653441747;-50.409342448
7041;1900-01-01 07:35:35;-19.653441747;-50.409336090
7041;1900-01-01 07:36:35;-19.653441747;-50.409342448
7041;1900-01-01 07:37:35;-19.653454463;-50.409336090
7041;1900-01-01 07:38:35;-19.653457642;-50.409336090
7041;1900-01-01 07:39:35;-19.653463999;-50.409323374
7041;1900-01-01 07:40:35;-19.653457642;-50.409342448
7041;1900-01-01 07:41:35;-19.653451284;-50.409336090
7041;1900-01-01 07:42:35;-19.653448105;-50.409336090
7041;1900-01-01 07:43:35;-19.653435389;-50.409348806
7041;1900-01-01 07:44:35;-19.653451284;-50.409342448
7041;1900-01-01 07:45:35;-19.653463999;-50.409336090
7041;1900-01-01 07:46:35;-19.653463999;-50.409342448
7041;1900-01-01 07:47:35;-19.653451284;-50.409348806
7041;1900-01-01 07:48:35;-19.653448105;-50.409361521
