Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7029;00:01:50;-18.818490982;-49.331974030;5.2;Sim
7029;00:02:58;-18.817658106;-49.331617991;5.4;Sim
7029;00:04:49;-18.816497803;-49.330956777;3.5;Sim
7029;00:05:11;-18.816602707;-49.330975850;3.9;Sim
7029;00:05:36;-18.816726685;-49.331064860;0.0;Não
7029;00:05:45;-18.816733042;-49.331071218;1.6;Sim
7029;00:07:19;-18.817537308;-49.331471761;4.7;Não
7029;00:08:49;-18.818382899;-49.331834157;4.3;Sim
7029;00:11:45;-18.820089976;-49.332444509;4.6;Não
7029;00:12:31;-18.820547740;-49.332546234;0.0;Não
7029;00:12:45;-18.820515951;-49.332565308;2.0;Não
7029;00:13:00;-18.820398331;-49.332616170;3.7;Não
7029;00:13:30;-18.820207596;-49.332578023;0.0;Não
7029;00:13:46;-18.820182165;-49.332565308;0.0;Não
7029;00:13:52;-18.820172628;-49.332558950;3.9;Não
7029;00:15:06;-18.819327037;-49.332317352;5.0;Não
7029;00:16:18;-18.818471909;-49.332012177;4.6;Sim
7029;00:17:30;-18.817639033;-49.331656138;5.0;Sim
7029;00:18:45;-18.816812515;-49.331223806;5.0;Sim
7029;00:19:11;-18.816561381;-49.331090291;0.0;Não
7029;00:19:19;-18.816574097;-49.331096649;0.9;Sim
7029;00:19:25;-18.816558202;-49.331090291;5.0;Sim
7029;00:19:40;-18.816539129;-49.330988566;3.9;Sim
7029;00:20:19;-18.816615423;-49.330778758;0.0;Não
7029;00:20:23;-18.816612244;-49.330778758;0.0;Não
7029;00:25:23;-18.816637675;-49.330791473;0.0;Não
7029;00:30:23;-18.816612244;-49.330772400;0.0;Não
7029;00:33:01;-18.816580455;-49.330874125;1.7;Não
7029;00:33:31;-18.816567739;-49.330937703;3.3;Sim
7029;00:34:05;-18.816774368;-49.331045787;0.0;Não
7029;00:34:45;-18.816790263;-49.331045787;1.9;Não
7029;00:35:02;-18.816818873;-49.331077576;0.0;Não
7029;00:35:49;-18.816822052;-49.331077576;1.2;Não
7029;00:37:13;-18.817626317;-49.331503550;5.3;Não
7029;00:38:28;-18.818456014;-49.331865946;5.4;Sim
7029;00:39:44;-18.819136302;-49.332107544;0.0;Não
7029;00:41:15;-18.819889704;-49.332361857;4.3;Não
7029;00:42:44;-18.820477804;-49.332584381;3.4;Não
7029;00:42:53;-18.820411046;-49.332635244;3.0;Não
7029;00:43:28;-18.820223490;-49.332622528;0.0;Não
7029;00:43:44;-18.820213954;-49.332622528;1.6;Não
7029;00:44:54;-18.819342931;-49.332342784;5.3;Sim
7029;00:46:12;-18.818490982;-49.332050323;4.1;Sim
7029;00:47:26;-18.817639033;-49.331662496;5.0;Sim
7029;00:48:24;-18.817130407;-49.331414541;0.0;Não
7029;00:48:33;-18.817124049;-49.331401825;1.4;Sim
7029;00:49:46;-18.816497803;-49.330956777;3.5;Sim
7029;00:50:04;-18.816558202;-49.330937703;0.0;Não
7029;00:50:17;-18.816589991;-49.330950419;3.6;Sim
7029;00:51:28;-18.817400614;-49.331370036;5.4;Não
7029;00:52:34;-18.818223953;-49.331770579;6.0;Sim
7029;00:53:41;-18.819079081;-49.332088470;5.1;Não
7029;00:55:45;-18.820525487;-49.332546234;0.0;Não
7029;00:56:12;-18.820372899;-49.332667033;3.6;Não
7029;00:57:36;-18.819498698;-49.332419078;6.0;Sim
7029;00:58:42;-18.818640391;-49.332126617;5.6;Sim
7029;00:59:49;-18.817785263;-49.331751506;5.2;Sim
7029;01:01:00;-18.816971461;-49.331363678;4.1;Sim
7029;01:02:20;-18.816535950;-49.330905914;2.2;Não
7029;01:02:33;-18.816596349;-49.330931346;4.8;Não
7029;01:03:44;-18.817403793;-49.331382751;5.1;Não
7029;01:04:51;-18.818239848;-49.331751506;5.2;Sim
7029;01:05:57;-18.819104513;-49.332069397;5.8;Sim
7029;01:07:12;-18.819946925;-49.332361857;4.9;Não
7029;01:08:17;-18.820563634;-49.332501729;0.0;Não
7029;01:08:28;-18.820563634;-49.332546234;2.1;Não
