Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7032;1900-01-01 07:29:40;-18.902051926;-49.484816233;3.0;Não
7032;1900-01-01 07:29:43;-18.902055105;-49.484841665;2.9;Não
7032;1900-01-01 07:31:34;-18.902144114;-49.485134125;1.7;Não
7032;1900-01-01 07:32:13;-18.902290344;-49.485115051;2.0;Não
7032;1900-01-01 11:17:31;-18.902506510;-49.484975179;0.0;Não
7032;1900-01-01 11:22:31;-18.902512868;-49.484987895;0.0;Não
7032;1900-01-01 11:27:31;-18.902481079;-49.484987895;0.0;Não
7032;1900-01-01 11:32:31;-18.902496974;-49.485000610;0.0;Não
7032;1900-01-01 11:37:31;-18.902516047;-49.484994253;0.0;Não
7032;1900-01-01 11:42:31;-18.902493795;-49.484994253;0.0;Não
7032;1900-01-01 11:47:31;-18.902496974;-49.484975179;0.0;Não
7032;1900-01-01 11:48:44;-18.902503332;-49.484975179;0.0;Não
7032;1900-01-01 11:53:44;-18.902531942;-49.485000610;0.0;Não
7032;1900-01-01 11:58:44;-18.902525584;-49.485006968;0.0;Não
7032;1900-01-01 12:03:44;-18.902503332;-49.485006968;0.0;Não
7032;1900-01-01 12:03:45;-18.902503332;-49.485006968;0.0;Não
7032;1900-01-01 12:05:29;-18.902458827;-49.485006968;1.2;Não
7032;1900-01-01 12:06:20;-18.902290344;-49.485083262;1.4;Não
7032;1900-01-01 12:06:24;-18.902274450;-49.485083262;1.4;Não
7032;1900-01-01 12:07:49;-18.902706782;-49.485655467;6.2;Não
7032;1900-01-01 12:07:57;-18.902805328;-49.485744476;6.1;Não
7032;1900-01-01 12:08:57;-18.903501511;-49.486367544;5.7;Não
7032;1900-01-01 12:09:24;-18.903520584;-49.486386617;0.0;Não
7032;1900-01-01 12:11:11;-18.903561910;-49.486367544;1.4;Não
7032;1900-01-01 12:11:30;-18.903638204;-49.486323039;3.2;Não
7032;1900-01-01 12:11:51;-18.903701782;-49.486278534;0.0;Não
7032;1900-01-01 12:12:21;-18.903714498;-49.486265818;2.3;Não
7032;1900-01-01 12:12:41;-18.903781255;-49.486221313;1.4;Não
7032;1900-01-01 12:12:57;-18.903816223;-49.486208598;3.2;Não
7032;1900-01-01 12:14:13;-18.904560089;-49.485668182;5.6;Sim
7032;1900-01-01 12:15:20;-18.905176799;-49.484962463;6.1;Sim
