Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7029;1900-01-01 00:00:50;-18.881942113;-49.042756399;5.4;Não
7029;1900-01-01 00:01:59;-18.881141027;-49.043214162;5.9;Não
7029;1900-01-01 00:02:26;-18.880966187;-49.043309530;0.0;Não
7029;1900-01-01 00:02:28;-18.880959829;-49.043309530;2.7;Não
7029;1900-01-01 00:02:35;-18.880934397;-49.043258667;0.0;Não
7029;1900-01-01 00:02:36;-18.880934397;-49.043271383;2.4;Não
7029;1900-01-01 00:02:48;-18.880928040;-49.043303172;0.0;Não
7029;1900-01-01 00:02:49;-18.880924861;-49.043309530;1.8;Não
7029;1900-01-01 00:04:10;-18.881649653;-49.042864482;5.1;Não
7029;1900-01-01 00:05:19;-18.882428487;-49.042432149;5.4;Não
7029;1900-01-01 00:07:35;-18.884011587;-49.041535695;5.8;Não
7029;1900-01-01 00:08:44;-18.884803136;-49.041097005;5.3;Não
7029;1900-01-01 00:09:52;-18.885620117;-49.040671031;6.0;Não
7029;1900-01-01 00:10:16;-18.885734558;-49.040607452;0.0;Não
7029;1900-01-01 00:10:17;-18.885740916;-49.040607452;1.3;Não
7029;1900-01-01 00:10:29;-18.885753632;-49.040601095;0.0;Não
7029;1900-01-01 00:10:30;-18.885753632;-49.040601095;1.7;Não
7029;1900-01-01 00:10:46;-18.885709127;-49.040582021;0.0;Não
7029;1900-01-01 00:10:47;-18.885712306;-49.040582021;1.6;Não
7029;1900-01-01 00:11:43;-18.885607402;-49.040671031;0.0;Não
7029;1900-01-01 00:11:44;-18.885607402;-49.040671031;1.2;Não
7029;1900-01-01 00:12:04;-18.885651906;-49.040651957;0.0;Não
7029;1900-01-01 00:12:06;-18.885651906;-49.040651957;0.0;Não
7029;1900-01-01 00:12:09;-18.885648727;-49.040651957;0.0;Não
7029;1900-01-01 00:17:09;-18.885648727;-49.040639242;0.0;Não
7029;1900-01-01 00:19:45;-18.885639191;-49.040626526;1.4;Não
7029;1900-01-01 00:20:58;-18.884857178;-49.041077932;5.5;Não
7029;1900-01-01 00:22:06;-18.884040197;-49.041542053;6.0;Não
7029;1900-01-01 00:26:54;-18.880915324;-49.043296814;2.4;Não
7029;1900-01-01 00:27:08;-18.880905787;-49.043239594;2.5;Não
7029;1900-01-01 00:27:25;-18.880899429;-49.043296814;1.3;Não
7029;1900-01-01 00:28:48;-18.881678263;-49.042845408;5.1;Não
7029;1900-01-01 00:29:57;-18.882476171;-49.042400360;5.3;Não
7029;1900-01-01 00:32:13;-18.884081523;-49.041503906;6.8;Não
7029;1900-01-01 00:33:24;-18.884885788;-49.041046143;5.7;Não
7029;1900-01-01 00:34:30;-18.885696411;-49.040613810;4.3;Não
7029;1900-01-01 00:34:47;-18.885737737;-49.040582021;0.0;Não
7029;1900-01-01 00:35:11;-18.885734558;-49.040594737;1.3;Não
7029;1900-01-01 00:36:13;-18.885670980;-49.040613810;0.0;Não
7029;1900-01-01 00:36:14;-18.885670980;-49.040613810;0.0;Não
7029;1900-01-01 00:36:17;-18.885674159;-49.040613810;0.0;Não
7029;1900-01-01 00:41:17;-18.885683695;-49.040626526;0.0;Não
7029;1900-01-01 00:44:36;-18.885651906;-49.040651957;1.0;Não
7029;1900-01-01 00:45:47;-18.884847641;-49.041046143;5.7;Não
7029;1900-01-01 00:46:56;-18.884040197;-49.041497548;5.4;Não
7029;1900-01-01 00:48:04;-18.883232752;-49.041961670;7.7;Não
7029;1900-01-01 00:49:10;-18.882457097;-49.042374929;5.3;Não
7029;1900-01-01 00:51:29;-18.880896250;-49.043271383;0.0;Não
7029;1900-01-01 00:51:30;-18.880899429;-49.043271383;1.0;Não
7029;1900-01-01 00:51:57;-18.880889893;-49.043303172;0.0;Não
7029;1900-01-01 00:51:58;-18.880893071;-49.043303172;2.4;Não
7029;1900-01-01 00:52:17;-18.880908966;-49.043226878;0.0;Não
7029;1900-01-01 00:52:18;-18.880908966;-49.043226878;2.3;Não
7029;1900-01-01 00:52:50;-18.880959829;-49.043220520;0.0;Não
7029;1900-01-01 00:52:51;-18.880953471;-49.043220520;1.8;Não
7029;1900-01-01 00:55:16;-18.882495244;-49.042374929;5.3;Não
7029;1900-01-01 00:56:24;-18.883293152;-49.041936239;5.2;Não
7029;1900-01-01 00:57:33;-18.884075165;-49.041465759;5.0;Não
7029;1900-01-01 00:58:38;-18.884869893;-49.041033427;5.5;Não
7029;1900-01-01 00:59:48;-18.885651906;-49.040626526;0.0;Não
7029;1900-01-01 00:59:49;-18.885648727;-49.040626526;1.9;Não
7029;1900-01-01 01:01:06;-18.885848999;-49.040601095;0.0;Não
7029;1900-01-01 01:01:07;-18.885845820;-49.040601095;1.8;Não
7029;1900-01-01 01:01:36;-18.885740916;-49.040671031;0.0;Não
