Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7030;00:01:28;-19.220921834;-50.790818532;5.5;Sim
7030;00:02:33;-19.221468608;-50.790074666;5.5;Sim
7030;00:03:37;-19.222024918;-50.789311727;5.1;Sim
7030;00:04:17;-19.222276052;-50.788962046;0.0;Não
7030;00:04:36;-19.222279231;-50.788955688;0.0;Não
7030;00:04:59;-19.222288767;-50.788942973;1.9;Não
7030;00:05:11;-19.222279231;-50.788955688;3.3;Não
7030;00:05:16;-19.222244263;-50.788962046;2.5;Sim
7030;00:05:46;-19.222241084;-50.788987478;0.0;Não
7030;00:05:52;-19.222241084;-50.788987478;0.0;Não
7030;00:05:58;-19.222237905;-50.788987478;0.0;Não
7030;00:10:58;-19.222237905;-50.788987478;0.0;Não
7030;00:11:46;-19.222237905;-50.788987478;0.0;Não
7030;00:15:16;-19.222199758;-50.789044698;2.6;Não
7030;00:15:46;-19.222110748;-50.789159139;2.2;Sim
7030;00:16:58;-19.221551259;-50.789922078;5.8;Sim
7030;00:18:00;-19.221001307;-50.790685018;6.0;Sim
7030;00:19:01;-19.220451355;-50.791441600;5.8;Sim
7030;00:20:03;-19.219898224;-50.792198181;5.9;Sim
7030;00:21:05;-19.219345093;-50.792954763;5.8;Sim
7030;00:22:07;-19.218785604;-50.793711344;5.8;Sim
7030;00:23:10;-19.218232473;-50.794467926;5.4;Sim
7030;00:24:37;-19.217526754;-50.795434316;0.0;Não
7030;00:24:54;-19.217545827;-50.795408885;0.0;Não
7030;00:29:57;-19.217555364;-50.795408885;0.0;Não
7030;00:32:20;-19.217536290;-50.795434316;1.9;Sim
7030;00:33:19;-19.216983159;-50.796190898;6.7;Sim
7030;00:34:13;-19.216426849;-50.796947479;6.8;Sim
7030;00:35:06;-19.215870539;-50.797704061;5.6;Sim
7030;00:36:02;-19.215320587;-50.798467000;6.5;Sim
7030;00:36:16;-19.215222041;-50.798568726;0.0;Não
7030;00:37:49;-19.215803782;-50.797780355;7.1;Sim
7030;00:38:45;-19.216356913;-50.797011058;6.3;Sim
7030;00:40:39;-19.217459997;-50.795497894;5.9;Sim
7030;00:41:40;-19.218009949;-50.794741313;6.2;Sim
7030;00:42:39;-19.218563080;-50.793984731;6.2;Sim
7030;00:43:38;-19.219109853;-50.793234507;6.0;Sim
7030;00:44:38;-19.219669342;-50.792477926;5.3;Sim
7030;00:45:39;-19.220216115;-50.791721344;6.2;Sim
7030;00:46:41;-19.220772425;-50.790977478;5.5;Sim
7030;00:47:43;-19.221322378;-50.790208181;5.9;Sim
7030;00:48:47;-19.221875509;-50.789451599;5.9;Sim
7030;00:49:28;-19.222148895;-50.789044698;1.4;Sim
7030;00:49:51;-19.222107569;-50.789108276;1.3;Sim
7030;00:51:12;-19.221583049;-50.789852142;5.6;Sim
7030;00:51:36;-19.221459071;-50.790023804;0.0;Não
7030;00:51:44;-19.221455892;-50.790023804;1.2;Sim
7030;00:51:55;-19.221459071;-50.790023804;3.1;Sim
7030;00:53:05;-19.220886866;-50.790793101;6.1;Sim
7030;00:54:03;-19.220333735;-50.791543325;6.3;Sim
7030;00:55:00;-19.219783783;-50.792299906;6.4;Sim
7030;00:55:57;-19.219230652;-50.793056488;6.0;Sim
7030;00:56:54;-19.218677521;-50.793806712;6.6;Sim
7030;00:57:51;-19.218130747;-50.794569651;6.8;Sim
7030;00:58:49;-19.217571259;-50.795319875;6.1;Sim
7030;00:59:46;-19.217021306;-50.796076457;6.0;Sim
7030;01:00:44;-19.216474533;-50.796826681;6.4;Sim
7030;01:01:45;-19.215927760;-50.797583262;6.3;Sim
7030;01:05:03;-19.215873718;-50.797615051;5.6;Sim
7030;01:06:03;-19.216423670;-50.796858470;6.1;Sim
7030;01:07:04;-19.216976802;-50.796101888;6.6;Sim
7030;01:08:04;-19.217533112;-50.795326233;5.8;Sim
7030;01:09:03;-19.218079885;-50.794582367;6.1;Sim
7030;01:10:02;-19.218636195;-50.793825785;6.2;Sim
7030;01:11:00;-19.219189326;-50.793056488;6.6;Sim
7030;01:11:35;-19.219399134;-50.792764028;0.0;Não
7030;01:11:49;-19.219405492;-50.792757670;1.1;Sim
7030;01:12:55;-19.219955444;-50.792001088;6.3;Sim
7030;01:13:54;-19.220514933;-50.791238149;5.9;Sim
7030;01:14:53;-19.221068064;-50.790487925;5.9;Sim
7030;01:15:52;-19.221618017;-50.789718628;6.1;Sim
7030;01:16:41;-19.222056707;-50.789127350;0.0;Não
7030;01:17:11;-19.222015381;-50.789184570;2.5;Sim
7030;01:18:19;-19.221474965;-50.789934794;6.6;Sim
7030;01:19:18;-19.220928192;-50.790691376;6.0;Sim
7030;01:20:18;-19.220375061;-50.791441600;5.9;Sim
7030;01:21:18;-19.219821930;-50.792198181;7.1;Sim
7030;01:22:21;-19.219271978;-50.792961121;6.3;Sim
7030;01:23:21;-19.218709310;-50.793717702;5.9;Sim
7030;01:24:20;-19.218162537;-50.794467926;6.2;Sim
7030;01:25:20;-19.217606227;-50.795224508;6.1;Sim
7030;01:26:19;-19.217053095;-50.795987447;6.1;Sim
7030;01:29:20;-19.215400060;-50.798250834;6.4;Sim
7030;01:29:57;-19.215187073;-50.798536936;3.4;Sim
7030;01:30:28;-19.215187073;-50.798517863;4.2;Sim
7030;01:32:02;-19.215543111;-50.798021952;2.4;Sim
7030;01:32:59;-19.216086706;-50.797284444;6.8;Sim
7030;01:33:51;-19.216643016;-50.796527863;7.1;Sim
7030;01:34:43;-19.217192968;-50.795771281;7.1;Sim
7030;01:35:35;-19.217746099;-50.795008341;7.1;Sim
7030;01:36:27;-19.218302409;-50.794245402;6.8;Sim
7030;01:37:20;-19.218852361;-50.793488820;6.8;Sim
7030;01:38:17;-19.219402313;-50.792738597;6.7;Sim
7030;01:39:12;-19.219955444;-50.791982015;6.4;Sim
7030;01:40:08;-19.220514933;-50.791219076;6.5;Sim
7030;01:41:05;-19.221071243;-50.790456136;7.0;Sim
7030;01:42:02;-19.221621195;-50.789705912;6.7;Sim
7030;01:42:44;-19.221967697;-50.789222717;0.0;Não
7030;01:43:12;-19.221961339;-50.789216359;4.2;Sim
7030;01:43:37;-19.221872330;-50.789349874;0.0;Não
7030;01:43:44;-19.221856435;-50.789362590;4.3;Sim
7030;01:44:40;-19.221306483;-50.790119171;6.5;Sim
7030;01:45:35;-19.220753352;-50.790888468;5.9;Sim
7030;01:46:32;-19.220298767;-50.791498820;1.0;Sim
7030;01:47:32;-19.219742457;-50.792268117;6.7;Sim
7030;01:48:27;-19.219189326;-50.793018341;6.8;Sim
7030;01:49:22;-19.218639374;-50.793781281;6.6;Sim
7030;01:50:17;-19.218086243;-50.794531504;6.4;Sim
7030;01:51:12;-19.217529933;-50.795288086;6.3;Sim
7030;01:52:08;-19.216976802;-50.796051025;6.7;Sim
7030;01:53:57;-19.215870539;-50.797557831;6.4;Sim
7030;01:54:52;-19.215311050;-50.798320770;6.6;Sim
7030;01:55:18;-19.215167999;-50.798524221;0.0;Não
7030;01:56:34;-19.215161641;-50.798524221;3.4;Sim
7030;01:57:39;-19.215711594;-50.797780355;7.0;Sim
7030;01:59:28;-19.216811498;-50.796267192;7.0;Sim
7030;02:00:21;-19.217367808;-50.795510610;6.7;Sim
7030;02:01:14;-19.217914581;-50.794760386;7.0;Sim
7030;02:02:08;-19.218467712;-50.793991089;7.1;Sim
7030;02:03:56;-19.219570796;-50.792471568;6.6;Sim
7030;02:04:52;-19.220079422;-50.791772207;1.5;Sim
7030;02:05:15;-19.220069885;-50.791791280;0.0;Não
7030;02:05:23;-19.220069885;-50.791791280;0.0;Não
7030;02:10:23;-19.220079422;-50.791778564;0.0;Não
7030;02:15:23;-19.220073064;-50.791772207;0.0;Não
7030;02:16:00;-19.220095317;-50.791746775;1.6;Não
7030;02:16:56;-19.220651627;-50.791009267;7.0;Sim
7030;02:17:49;-19.221204758;-50.790239970;7.5;Sim
7030;02:18:42;-19.221754710;-50.789477030;6.9;Sim
7030;02:19:00;-19.221894582;-50.789292653;0.0;Não
7030;02:19:27;-19.221875509;-50.789279938;3.4;Sim
7030;02:20:29;-19.221325556;-50.790049235;7.4;Sim
7030;02:21:22;-19.220769246;-50.790805817;6.6;Sim
7030;02:22:15;-19.220216115;-50.791562398;6.6;Sim
7030;02:23:09;-19.219666163;-50.792318980;6.9;Sim
7030;02:24:03;-19.219116211;-50.793069204;6.5;Sim
7030;02:25:08;-19.218569438;-50.793825785;5.4;Sim
7030;02:26:13;-19.218013128;-50.794582367;5.7;Sim
7030;02:27:20;-19.217469533;-50.795326233;4.8;Sim
7030;02:28:33;-19.216906865;-50.796082815;5.2;Sim
7030;02:29:46;-19.216356913;-50.796839396;5.1;Sim
7030;02:30:58;-19.215803782;-50.797602336;5.0;Sim
7030;02:32:11;-19.215253830;-50.798358917;5.0;Sim
7030;02:32:39;-19.215094884;-50.798524221;2.5;Sim
7030;02:33:02;-19.215139389;-50.798492432;3.5;Sim
7030;02:33:26;-19.215212504;-50.798390706;3.0;Sim
7030;02:34:44;-19.215775172;-50.797621409;5.2;Sim
7030;02:35:58;-19.216331482;-50.796852112;4.9;Sim
7030;02:37:09;-19.216795603;-50.796222687;0.0;Não
7030;02:38:36;-19.217351913;-50.795459747;4.3;Sim
7030;02:39:59;-19.217905045;-50.794703166;4.3;Sim
7030;02:41:26;-19.218464533;-50.793946584;3.1;Sim
7030;02:43:04;-19.219011307;-50.793190002;3.1;Sim
7030;02:44:44;-19.219567617;-50.792439779;3.0;Sim
7030;02:46:39;-19.220120748;-50.791689555;3.1;Sim
7030;02:48:33;-19.220670700;-50.790932973;3.1;Sim
7030;02:50:25;-19.221214294;-50.790176392;3.3;Sim
7030;02:52:17;-19.221761068;-50.789426168;3.4;Sim
7030;02:52:38;-19.221837362;-50.789330800;1.0;Sim
7030;02:58:18;-19.221840541;-50.789324443;0.0;Não
7030;02:59:09;-19.221837362;-50.789324443;1.3;Sim
7030;02:59:21;-19.221799215;-50.789362590;2.5;Sim
7030;02:59:26;-19.221780141;-50.789388021;2.7;Sim
7030;03:02:45;-19.220683416;-50.790894826;3.5;Sim
7030;03:04:30;-19.220136642;-50.791645050;3.1;Sim
7030;03:08:04;-19.219033559;-50.793145498;2.9;Sim
7030;03:09:50;-19.218493144;-50.793895721;3.4;Sim
7030;03:10:10;-19.218451818;-50.793952942;0.0;Não
7030;03:10:19;-19.218442281;-50.793959300;1.6;Sim
7030;03:11:57;-19.217892329;-50.794709524;3.7;Sim
7030;03:13:33;-19.217339198;-50.795459747;3.8;Sim
7030;03:15:09;-19.216789246;-50.796209971;3.8;Sim
7030;03:16:45;-19.216239293;-50.796966553;3.7;Sim
7030;03:18:24;-19.215682983;-50.797710419;3.7;Sim
7030;03:20:02;-19.215136210;-50.798467000;3.8;Sim
7030;03:22:28;-19.215670268;-50.797729492;3.8;Sim
7030;03:24:03;-19.216220220;-50.796979268;3.9;Sim
7030;03:25:38;-19.216766993;-50.796222687;4.1;Sim
7030;03:27:13;-19.217320124;-50.795472463;3.9;Sim
7030;03:28:50;-19.217870076;-50.794715881;3.5;Sim
7030;03:30:25;-19.218426387;-50.793952942;3.7;Sim
7030;03:32:01;-19.218973160;-50.793202718;4.0;Sim
7030;03:33:39;-19.219529470;-50.792433421;3.6;Sim
7030;03:35:16;-19.220082601;-50.791676839;4.0;Sim
7030;03:36:56;-19.220632553;-50.790920258;4.8;Sim
7030;03:38:12;-19.221185684;-50.790163676;5.0;Sim
7030;03:39:27;-19.221735636;-50.789413452;4.4;Sim
7030;03:39:37;-19.221773783;-50.789362590;0.0;Não
7030;03:40:12;-19.221738815;-50.789388021;3.7;Sim
7030;03:41:39;-19.221179326;-50.790138245;4.7;Sim
7030;03:42:55;-19.220626195;-50.790901184;4.7;Sim
7030;03:44:10;-19.220079422;-50.791651408;4.8;Sim
7030;03:44:16;-19.220044454;-50.791702271;0.0;Não
7030;03:44:26;-19.220082601;-50.791651408;3.3;Sim
7030;03:44:33;-19.220082601;-50.791645050;3.1;Sim
7030;03:44:45;-19.220025380;-50.791721344;0.0;Não
7030;03:45:12;-19.220003128;-50.791753133;0.0;Não
7030;03:45:21;-19.220044454;-50.791702271;3.9;Sim
7030;03:45:30;-19.220063527;-50.791676839;1.0;Sim
7030;03:46:00;-19.220044454;-50.791689555;1.5;Sim
7030;03:46:10;-19.220028559;-50.791714986;2.8;Sim
7030;03:46:27;-19.220057170;-50.791676839;0.0;Não
7030;03:46:44;-19.220006307;-50.791746775;0.0;Não
7030;03:46:50;-19.219996770;-50.791765849;0.0;Não
7030;03:47:04;-19.219939550;-50.791854858;0.0;Não
7030;03:47:15;-19.219971339;-50.791810354;2.6;Sim
7030;03:47:26;-19.219996770;-50.791765849;1.6;Sim
7030;03:47:45;-19.219971339;-50.791797638;0.0;Não
7030;03:47:53;-19.219968160;-50.791797638;0.0;Não
7030;03:52:30;-19.219984055;-50.791765849;3.3;Não
7030;03:52:40;-19.220006307;-50.791740417;3.5;Sim
7030;03:52:52;-19.219990412;-50.791765849;1.9;Sim
7030;03:53:01;-19.219961802;-50.791803996;1.9;Sim
7030;03:54:33;-19.219411850;-50.792554220;5.0;Sim
7030;03:55:48;-19.218855540;-50.793317159;4.9;Sim
7030;03:57:04;-19.218305588;-50.794073741;5.0;Sim
7030;03:58:23;-19.217755636;-50.794830322;4.6;Sim
7030;03:59:45;-19.217208862;-50.795580546;4.3;Sim
7030;04:01:04;-19.216665268;-50.796337128;4.7;Sim
7030;04:02:23;-19.216118495;-50.797087351;4.7;Sim
7030;04:04:56;-19.215094884;-50.798486074;2.6;Sim
7030;04:05:26;-19.215088526;-50.798467000;2.8;Sim
7030;04:05:40;-19.215145747;-50.798377991;1.1;Sim
7030;04:11:59;-19.215082169;-50.798505147;0.0;Não
7030;04:20:32;-19.215133031;-50.798403422;1.7;Sim
7030;04:22:03;-19.215676626;-50.797646840;5.0;Sim
7030;04:23:20;-19.216124852;-50.797055562;0.0;Não
7030;04:23:29;-19.216128031;-50.797042847;1.5;Sim
7030;04:24:49;-19.216671626;-50.796286265;4.8;Sim
7030;04:26:03;-19.217224757;-50.795529683;4.7;Sim
7030;04:27:17;-19.217774709;-50.794773102;5.1;Sim
7030;04:28:32;-19.218327840;-50.794010162;5.0;Sim
7030;04:29:46;-19.218880971;-50.793259939;4.8;Sim
7030;04:31:00;-19.219434102;-50.792496999;4.8;Sim
7030;04:32:14;-19.219984055;-50.791740417;4.9;Sim
7030;04:33:27;-19.220537186;-50.790990194;4.8;Sim
7030;04:34:49;-19.221083959;-50.790239970;4.5;Sim
7030;04:36:08;-19.221637090;-50.789477030;4.6;Sim
7030;04:36:19;-19.221687953;-50.789413452;0.0;Não
7030;04:36:47;-19.221656164;-50.789438883;5.5;Sim
7030;04:38:20;-19.221096675;-50.790182749;5.3;Sim
7030;04:39:28;-19.220543543;-50.790939331;5.5;Sim
7030;04:40:37;-19.219987233;-50.791708628;5.4;Sim
7030;04:41:48;-19.219434102;-50.792465210;5.3;Sim
7030;04:42:59;-19.218880971;-50.793221792;5.0;Sim
7030;04:44:10;-19.218327840;-50.793978373;5.3;Sim
7030;04:45:21;-19.217777888;-50.794734955;5.0;Sim
7030;04:46:33;-19.217231115;-50.795485179;4.9;Sim
7030;04:47:46;-19.216681163;-50.796229045;5.0;Sim
7030;04:49:01;-19.216197968;-50.796896617;0.9;Sim
7030;04:49:10;-19.216185252;-50.796915690;1.1;Sim
7030;04:52:10;-19.215066274;-50.798467000;4.1;Sim
7030;04:53:35;-19.215613047;-50.797704061;5.0;Sim
7030;04:54:45;-19.216166178;-50.796947479;5.3;Sim
7030;04:55:56;-19.216716131;-50.796190898;5.4;Sim
7030;04:57:06;-19.217266083;-50.795434316;5.2;Sim
7030;04:58:17;-19.217825572;-50.794677734;5.1;Sim
7030;04:59:27;-19.218372345;-50.793927511;5.0;Sim
7030;05:00:37;-19.218922297;-50.793177287;5.2;Sim
7030;05:01:58;-19.219475428;-50.792420705;5.0;Sim
7030;05:03:25;-19.220031738;-50.791657766;4.8;Sim
7030;05:04:46;-19.220584869;-50.790901184;4.6;Sim
7030;05:06:07;-19.221131643;-50.790144602;4.7;Sim
7030;05:07:29;-19.221649806;-50.789413452;0.0;Não
7030;05:07:56;-19.221583049;-50.789502462;3.5;Sim
7030;05:08:25;-19.221481323;-50.789616903;1.8;Sim
