Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7032;1900-01-01 00:02:15;-18.897636414;-49.487155914;1.4;Não
7032;1900-01-01 00:02:23;-18.897604624;-49.487143199;2.0;Sim
7032;1900-01-01 00:03:49;-18.896733602;-49.486914317;3.2;Não
7032;1900-01-01 00:03:55;-18.896704992;-49.486914317;1.6;Não
7032;1900-01-01 00:04:17;-18.896644592;-49.486895243;3.2;Não
7032;1900-01-01 00:05:39;-18.895773570;-49.486672719;4.8;Não
7032;1900-01-01 00:06:51;-18.894877116;-49.486469269;4.9;Não
7032;1900-01-01 00:08:04;-18.893958410;-49.486246745;3.0;Não
7032;1900-01-01 00:09:15;-18.893068314;-49.486036936;4.9;Não
7032;1900-01-01 00:10:10;-18.892527898;-49.485871633;0.0;Não
7032;1900-01-01 00:10:11;-18.892527898;-49.485871633;0.0;Não
7032;1900-01-01 00:10:16;-18.892524719;-49.485871633;0.0;Não
7032;1900-01-01 00:15:16;-18.892543793;-49.485935211;0.0;Não
7032;1900-01-01 00:17:06;-18.892546972;-49.485928853;0.0;Não
7032;1900-01-01 00:20:43;-18.892512004;-49.485897064;2.6;Não
7032;1900-01-01 00:20:50;-18.892461141;-49.485890706;3.2;Sim
7032;1900-01-01 00:21:42;-18.892022451;-49.485782623;4.0;Sim
7032;1900-01-01 00:23:03;-18.892178218;-49.485814412;3.5;Sim
7032;1900-01-01 00:23:54;-18.892737707;-49.485954285;2.6;Sim
7032;1900-01-01 00:24:36;-18.892769496;-49.485954285;2.3;Sim
7032;1900-01-01 00:25:55;-18.893681844;-49.486164093;4.9;Sim
7032;1900-01-01 00:27:11;-18.894565582;-49.486367544;4.9;Sim
7032;1900-01-01 00:28:27;-18.895452499;-49.486590068;4.8;Sim
7032;1900-01-01 00:29:41;-18.896333059;-49.486793518;3.6;Sim
7032;1900-01-01 00:29:55;-18.896377563;-49.486818949;0.0;Não
7032;1900-01-01 00:29:58;-18.896390279;-49.486818949;2.2;Sim
7032;1900-01-01 00:31:15;-18.897248586;-49.487022400;4.7;Sim
7032;1900-01-01 00:31:31;-18.897350311;-49.487041473;4.6;Sim
7032;1900-01-01 00:31:46;-18.897426605;-49.487060547;3.7;Sim
7032;1900-01-01 00:33:00;-18.898323059;-49.487257640;4.7;Sim
7032;1900-01-01 00:34:15;-18.899203618;-49.487467448;4.8;Sim
7032;1900-01-01 00:35:30;-18.900096893;-49.487670898;4.8;Sim
7032;1900-01-01 00:36:45;-18.900990168;-49.487874349;4.3;Sim
7032;1900-01-01 00:38:06;-18.901864370;-49.488058726;5.0;Sim
7032;1900-01-01 00:39:23;-18.902770360;-49.487988790;4.5;Sim
7032;1900-01-01 00:40:42;-18.903650920;-49.487639109;5.0;Sim
7032;1900-01-01 00:42:06;-18.904378891;-49.487200419;1.7;Sim
7032;1900-01-01 00:43:43;-18.904467901;-49.487149556;2.8;Não
7032;1900-01-01 00:44:01;-18.904480616;-49.487136841;0.0;Não
7032;1900-01-01 00:44:22;-18.904509226;-49.487111410;0.0;Não
7032;1900-01-01 00:49:22;-18.904506048;-49.487124125;0.0;Não
7032;1900-01-01 00:54:22;-18.904560089;-49.487098694;0.0;Não
7032;1900-01-01 00:59:22;-18.904515584;-49.487111410;0.0;Não
7032;1900-01-01 01:04:22;-18.904509226;-49.487092336;0.0;Não
7032;1900-01-01 01:09:22;-18.904541016;-49.487079620;0.0;Não
7032;1900-01-01 01:11:29;-18.904299418;-49.487136841;0.0;Não
7032;1900-01-01 01:11:36;-18.904299418;-49.487136841;0.0;Não
7032;1900-01-01 01:16:36;-18.904296239;-49.487124125;0.0;Não
7032;1900-01-01 01:21:36;-18.904321671;-49.487143199;0.0;Não
7032;1900-01-01 01:26:36;-18.904347102;-49.487136841;0.0;Não
7032;1900-01-01 01:31:36;-18.904340744;-49.487117767;0.0;Não
7032;1900-01-01 01:35:54;-18.904318492;-49.487149556;0.0;Não
7032;1900-01-01 01:38:36;-18.904251734;-49.487136841;0.0;Não
7032;1900-01-01 01:41:06;-18.904350281;-49.487092336;0.0;Não
7032;1900-01-01 01:41:22;-18.904347102;-49.487098694;0.0;Não
7032;1900-01-01 01:46:22;-18.904289881;-49.487168630;0.0;Não
7032;1900-01-01 01:51:22;-18.904270808;-49.487181346;0.0;Não
7032;1900-01-01 01:56:22;-18.904289881;-49.487155914;0.0;Não
7032;1900-01-01 02:00:08;-18.904242198;-49.487098694;0.0;Não
7032;1900-01-01 02:00:10;-18.904242198;-49.487098694;0.0;Não
7032;1900-01-01 02:05:10;-18.904251734;-49.487111410;0.0;Não
7032;1900-01-01 02:10:10;-18.904245377;-49.487085978;0.0;Não
