Equipamento;Hora;Latitude;Longitude;Velocidade;RTK
7041;00:03:26;-19.541063944;-50.542157491;6.1;Sim
7041;00:04:26;-19.540720622;-50.541216532;6.5;Sim
7041;00:06:22;-19.540033976;-50.539340973;6.8;Sim
7041;00:08:02;-19.539452235;-50.537738800;1.8;Sim
7041;00:09:01;-19.539582570;-50.537656148;1.7;Sim
7041;00:10:57;-19.540173848;-50.539220174;6.2;Sim
7041;00:12:52;-19.540860494;-50.541102091;6.5;Sim
7041;00:14:45;-19.541534424;-50.542952220;1.2;Sim
7041;00:16:09;-19.541305542;-50.542748769;6.4;Sim
7041;00:17:09;-19.540955861;-50.541788737;7.0;Sim
7041;00:18:57;-19.540320079;-50.540053050;0.0;Não
7041;00:20:08;-19.540339152;-50.540110270;0.0;Não
7041;00:20:12;-19.540339152;-50.540110270;0.0;Não
7041;00:21:12;-19.540339152;-50.540110270;0.0;Não
7041;00:23:07;-19.540339152;-50.540122986;0.0;Não
7041;00:24:02;-19.540326436;-50.540084839;3.1;Sim
7041;00:25:02;-19.539986293;-50.539182027;6.0;Sim
7041;00:26:35;-19.539452235;-50.537726084;0.0;Não
7041;00:28:24;-19.539798737;-50.538291931;7.3;Sim
7041;00:29:24;-19.540148417;-50.539258321;6.4;Sim
7041;00:30:24;-19.540501277;-50.540237427;6.8;Sim
7041;00:32:24;-19.541210175;-50.542170207;6.5;Sim
7041;00:33:49;-19.541458130;-50.543028514;3.7;Não
7041;00:35:40;-19.541416804;-50.543034871;0.0;Não
7041;00:38:46;-19.540965398;-50.541807810;7.0;Sim
7041;00:39:46;-19.540618896;-50.540854136;6.2;Sim
7041;00:41:42;-19.539941788;-50.539023081;5.8;Sim
7041;00:42:42;-19.539598465;-50.538101196;6.5;Sim
7041;00:44:00;-19.539538066;-50.537681580;0.0;Não
7041;00:45:56;-19.540142059;-50.539309184;7.0;Sim
7041;00:47:56;-19.540835063;-50.541178385;6.4;Sim
7041;00:51:38;-19.541289647;-50.542653402;6.7;Sim
7041;00:52:38;-19.540904999;-50.541623433;7.1;Sim
7041;00:54:34;-19.540177027;-50.539646149;6.8;Sim
7041;00:56:30;-19.539484024;-50.537745158;2.8;Sim
7041;00:56:57;-19.539525350;-50.537834167;3.6;Sim
7041;00:58:53;-19.539897283;-50.538698832;5.8;Sim
7041;01:00:50;-19.540564855;-50.540504456;6.5;Sim
7041;01:02:29;-19.540850957;-50.541254679;0.0;Não
7041;01:02:34;-19.540850957;-50.541254679;0.0;Não
7041;01:04:30;-19.540857315;-50.541254679;0.0;Não
7041;01:05:30;-19.540860494;-50.541254679;0.0;Não
7041;01:06:30;-19.540857315;-50.541254679;0.0;Não
7041;01:07:30;-19.540860494;-50.541254679;0.0;Não
7041;01:08:30;-19.540854136;-50.541241964;0.0;Não
7041;01:10:27;-19.540857315;-50.541241964;0.0;Não
7041;01:12:27;-19.540847778;-50.541241964;0.0;Não
7041;01:16:23;-19.540835063;-50.541254679;0.0;Não
7041;01:17:23;-19.540831884;-50.541261037;0.0;Não
7041;01:18:23;-19.540835063;-50.541254679;0.0;Não
7041;01:19:23;-19.540831884;-50.541254679;0.0;Não
7041;01:20:23;-19.540828705;-50.541254679;0.0;Não
7041;01:21:23;-19.540844599;-50.541241964;0.0;Não
7041;01:23:20;-19.540841420;-50.541235606;0.0;Não
7041;01:25:16;-19.540847778;-50.541235606;0.0;Não
7041;01:26:16;-19.540854136;-50.541235606;0.0;Não
7041;01:27:16;-19.540841420;-50.541235606;0.0;Não
7041;01:30:13;-19.540850957;-50.541254679;0.0;Não
7041;01:32:09;-19.540844599;-50.541235606;0.0;Não
7041;01:33:09;-19.540838242;-50.541241964;0.0;Não
7041;01:34:09;-19.540835063;-50.541254679;0.0;Não
7041;01:35:09;-19.540831884;-50.541254679;0.0;Não
7041;01:36:09;-19.540831884;-50.541241964;0.0;Não
7041;01:38:06;-19.540841420;-50.541241964;0.0;Não
7041;01:40:02;-19.540847778;-50.541254679;0.0;Não
7041;01:43:59;-19.540857315;-50.541241964;0.0;Não
7041;01:44:59;-19.540860494;-50.541241964;0.0;Não
7041;01:45:59;-19.540863673;-50.541241964;0.0;Não
7041;01:46:59;-19.540863673;-50.541235606;0.0;Não
7041;01:49:00;-19.540857315;-50.541241964;0.0;Não
7041;01:50:00;-19.540863673;-50.541254679;0.0;Não
7041;01:51:00;-19.540854136;-50.541241964;0.0;Não
7041;01:52:56;-19.540860494;-50.541235606;0.0;Não
7041;01:54:52;-19.540857315;-50.541241964;0.0;Não
7041;01:56:53;-19.540831884;-50.541254679;0.0;Não
7041;01:58:50;-19.540835063;-50.541261037;0.0;Não
7041;02:00:47;-19.540860494;-50.541254679;0.0;Não
7041;02:01:47;-19.540854136;-50.541254679;0.0;Não
7041;02:01:53;-19.540860494;-50.541267395;3.9;Sim
7041;02:04:44;-19.541416804;-50.542990367;3.8;Sim
7041;02:05:44;-19.541149775;-50.542278290;7.7;Sim
7041;02:06:44;-19.540787379;-50.541299184;6.4;Sim
7041;02:07:44;-19.540431341;-50.540307363;6.8;Sim
7041;02:08:44;-19.540062586;-50.539315542;7.4;Sim
7041;02:10:26;-19.539515813;-50.537808736;7.3;Sim
7041;02:11:02;-19.539490382;-50.537757874;3.8;Sim
7041;02:11:16;-19.539512634;-50.537687937;0.0;Não
7041;02:12:28;-19.539684296;-50.538177490;6.2;Sim
7041;02:13:28;-19.540046692;-50.539150238;8.4;Sim
7041;02:15:24;-19.540758769;-50.541070302;7.0;Sim
7041;02:17:21;-19.541454951;-50.542971293;3.2;Sim
7041;02:18:44;-19.541321437;-50.542697906;5.9;Sim
7041;02:22:38;-19.539868673;-50.538775126;6.8;Sim
7041;02:23:38;-19.539499919;-50.537770589;5.5;Sim
7041;02:24:42;-19.539512634;-50.537694295;2.5;Não
7041;02:24:53;-19.539480845;-50.537694295;2.1;Sim
7041;02:25:53;-19.539773305;-50.538419088;6.3;Sim
7041;02:26:53;-19.540122986;-50.539385478;5.2;Sim
7041;02:30:51;-19.541372299;-50.542856852;6.9;Sim
7041;02:31:03;-19.541429520;-50.542990367;1.9;Sim
7041;02:32:03;-19.541404088;-50.542901357;0.0;Não
7041;02:32:49;-19.541429520;-50.543015798;0.0;Não
7041;02:33:22;-19.541429520;-50.543003082;4.9;Não
7041;02:34:28;-19.541124344;-50.542157491;6.4;Sim
7041;02:36:25;-19.540453593;-50.540288289;6.0;Sim
7041;02:37:25;-19.540103912;-50.539353689;6.3;Sim
7041;02:38:25;-19.539751053;-50.538393656;5.5;Sim
7041;02:39:19;-19.539499919;-50.537713369;0.0;Não
7041;02:40:19;-19.539849599;-50.537573497;0.0;Não
7041;02:40:33;-19.539878209;-50.537630717;5.2;Sim
7041;02:41:33;-19.540192922;-50.538495382;6.5;Sim
7041;02:43:30;-19.540914536;-50.540459951;7.0;Sim
7041;02:45:30;-19.541655223;-50.542488098;7.4;Sim
7041;02:46:54;-19.541931788;-50.542844137;5.1;Não
7041;02:53:10;-19.541429520;-50.541013082;4.6;Sim
7041;02:55:07;-19.540914536;-50.539614360;4.4;Sim
7041;02:57:04;-19.540402730;-50.538215637;4.7;Sim
7041;03:00:06;-19.540323257;-50.537395477;4.5;Não
7041;03:00:52;-19.540148417;-50.537490845;3.3;Sim
7041;03:01:07;-19.540161133;-50.537548065;0.0;Não
7041;03:03:04;-19.540164312;-50.537567139;0.0;Não
7041;03:04:05;-19.540494919;-50.538457235;6.1;Sim
7041;03:06:06;-19.541187922;-50.540326436;6.1;Sim
7041;03:11:29;-19.542395910;-50.542634328;0.0;Não
7041;03:12:03;-19.542424520;-50.542640686;0.0;Não
7041;03:14:01;-19.542503993;-50.542602539;3.6;Não
7041;03:14:11;-19.542472204;-50.542596181;0.0;Não
7041;03:14:20;-19.542453130;-50.542564392;4.1;Não
7041;03:14:49;-19.542367299;-50.542392731;0.0;Não
7041;03:15:12;-19.542360942;-50.542380015;1.3;Não
7041;03:16:12;-19.542055766;-50.541553497;6.3;Sim
7041;03:18:09;-19.541429520;-50.539836884;6.3;Sim
7041;03:20:06;-19.540784200;-50.538088481;6.3;Sim
7041;03:21:03;-19.540507634;-50.537344615;0.0;Não
7041;03:21:33;-19.540542603;-50.537439982;0.0;Não
7041;03:22:09;-19.540526708;-50.537350972;2.9;Sim
7041;03:22:18;-19.540548960;-50.537312826;0.0;Não
7041;03:22:30;-19.540533066;-50.537319183;3.8;Sim
7041;03:23:21;-19.540901820;-50.537198385;0.0;Não
7041;03:23:25;-19.540904999;-50.537198385;0.0;Não
7041;03:23:39;-19.540930430;-50.537192027;4.4;Não
7041;03:24:05;-19.541238785;-50.537071228;1.7;Não
7041;03:25:35;-19.541582108;-50.536956787;5.1;Não
7041;03:25:56;-19.541804632;-50.536963145;1.0;Não
7041;03:26:22;-19.541798274;-50.536956787;1.3;Não
7041;03:26:31;-19.541791916;-50.536944071;2.0;Não
7041;03:26:53;-19.541798274;-50.536969503;4.0;Não
7041;03:27:18;-19.541852315;-50.537141164;0.0;Não
7041;03:28:18;-19.541839600;-50.537147522;0.0;Não
7041;03:30:49;-19.542577108;-50.539124807;7.5;Sim
7041;03:31:49;-19.542945862;-50.540110270;6.2;Sim
7041;03:35:42;-19.542844137;-50.542430878;0.0;Não
7041;03:36:37;-19.542831421;-50.542449951;3.3;Não
